review_id,drug_name,condition,rating,signal_category,review_year,behavioral_cluster,cluster_name,umap_x,umap_y
13453,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2015,7,Cluster 7,9.931178,9.899141
13467,Amphetamine / dextroamphetamine,ADHD,1,other_sud,2014,7,Cluster 7,9.924656,10.2619295
13470,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2014,7,Cluster 7,9.847163,10.451336
13473,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2014,7,Cluster 7,9.947197,10.214036
13477,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2014,-1,Noise / Unclassified,9.10774,4.3482385
13478,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2014,7,Cluster 7,9.893559,9.777786
13481,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2014,7,Cluster 7,9.572954,9.770334
13484,Amphetamine / dextroamphetamine,Narcolepsy,10,other_sud,2013,7,Cluster 7,9.509802,10.310469
13488,Amphetamine / dextroamphetamine,ADHD,6,other_sud,2015,7,Cluster 7,9.624713,10.218291
13491,Amphetamine / dextroamphetamine,atigue,8,other_sud,2015,7,Cluster 7,9.6384945,10.311678
13493,Amphetamine / dextroamphetamine,ADHD,8,polysubstance,2015,7,Cluster 7,9.395217,10.351863
13494,Amphetamine / dextroamphetamine,ADHD,7,other_sud,2015,7,Cluster 7,10.250541,10.016847
13499,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2015,7,Cluster 7,9.900772,10.285919
13501,Amphetamine / dextroamphetamine,Narcolepsy,9,other_sud,2015,7,Cluster 7,10.2815895,10.330459
13507,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2015,7,Cluster 7,9.793533,10.435065
13510,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2013,-1,Noise / Unclassified,6.8995924,7.7274156
13514,Amphetamine / dextroamphetamine,Narcolepsy,10,other_sud,2013,-1,Noise / Unclassified,8.042145,4.0331235
13522,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2013,7,Cluster 7,9.294573,10.284481
13524,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2013,-1,Noise / Unclassified,7.774204,5.008449
13528,Amphetamine / dextroamphetamine,Narcolepsy,10,other_sud,2013,7,Cluster 7,9.325521,10.312927
13547,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2013,7,Cluster 7,9.595651,9.796275
13549,Amphetamine / dextroamphetamine,ADHD,2,other_sud,2013,32,Cluster 32,8.493685,5.124675
13551,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2013,-1,Noise / Unclassified,7.742915,4.6268034
13553,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2013,7,Cluster 7,9.933175,10.540914
13558,Amphetamine / dextroamphetamine,atigue,7,other_sud,2012,7,Cluster 7,9.758203,10.123827
13560,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2012,-1,Noise / Unclassified,7.884942,8.6526165
13562,Amphetamine / dextroamphetamine,ADHD,6,other_sud,2012,7,Cluster 7,9.771004,10.368709
13570,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2012,-1,Noise / Unclassified,8.096306,6.1447015
13572,Amphetamine / dextroamphetamine,atigue,10,other_sud,2012,32,Cluster 32,8.268473,5.587208
13583,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2011,7,Cluster 7,9.251584,9.594267
13589,Amphetamine / dextroamphetamine,Narcolepsy,10,other_sud,2011,7,Cluster 7,9.270235,10.261673
13591,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2011,6,Cluster 6,10.408676,9.14705
13596,Amphetamine / dextroamphetamine,Narcolepsy,9,polysubstance,2011,7,Cluster 7,9.246146,10.347082
13597,Amphetamine / dextroamphetamine,atigue,10,other_sud,2011,7,Cluster 7,9.115713,9.994334
13600,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2011,7,Cluster 7,9.48897,10.14665
13602,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2011,7,Cluster 7,10.107173,10.275583
13603,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2011,7,Cluster 7,9.86516,10.145552
13608,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2011,7,Cluster 7,9.3654995,9.786987
13611,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2012,7,Cluster 7,9.416797,10.339795
13615,Amphetamine / dextroamphetamine,ADHD,5,other_sud,2012,34,Cluster 34,8.843571,4.9083586
13619,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2012,7,Cluster 7,9.51935,9.786104
13620,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2012,7,Cluster 7,9.77549,10.489278
13626,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2012,-1,Noise / Unclassified,7.9327335,4.8195705
13633,Amphetamine / dextroamphetamine,ADHD,6,other_sud,2012,7,Cluster 7,9.335493,10.279564
13638,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2009,-1,Noise / Unclassified,7.9410114,8.697643
13649,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2009,-1,Noise / Unclassified,8.112281,5.009403
13655,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2009,7,Cluster 7,9.377557,10.244879
13662,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2011,7,Cluster 7,9.574373,10.344544
13666,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2011,7,Cluster 7,9.412543,9.724923
13678,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2010,29,Cluster 29,8.648169,4.3220196
13680,Amphetamine / dextroamphetamine,ADHD,5,other_sud,2010,7,Cluster 7,9.54811,10.38781
13682,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2010,7,Cluster 7,10.005778,10.109701
13685,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2010,7,Cluster 7,9.8439865,9.822653
13687,Amphetamine / dextroamphetamine,,6,other_sud,2010,-1,Noise / Unclassified,6.9257097,7.512391
13691,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2010,7,Cluster 7,10.094937,10.118701
13696,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2010,7,Cluster 7,9.496927,10.34405
13703,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2010,7,Cluster 7,9.536787,9.78362
13704,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2010,7,Cluster 7,9.363683,10.26079
13705,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2010,-1,Noise / Unclassified,8.259425,4.657258
13713,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2009,7,Cluster 7,9.650895,10.265799
13728,Amphetamine / dextroamphetamine,ADHD,5,other_sud,2009,7,Cluster 7,10.1555605,9.547281
13729,Amphetamine / dextroamphetamine,ADHD,5,other_sud,2009,7,Cluster 7,9.870031,9.959035
13738,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2008,7,Cluster 7,9.191403,10.173898
13740,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2008,7,Cluster 7,9.644546,10.408119
13750,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2009,7,Cluster 7,9.892464,10.491763
13755,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2009,-1,Noise / Unclassified,8.8717785,9.355711
13756,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2009,7,Cluster 7,10.21308,9.72182
13764,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2009,6,Cluster 6,10.39104,9.335698
13766,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2009,7,Cluster 7,9.401471,9.566854
13767,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2009,7,Cluster 7,9.615445,10.384201
13768,Amphetamine / dextroamphetamine,Not Listed / Othe,6,other_sud,2009,6,Cluster 6,10.469897,9.286227
13769,Amphetamine / dextroamphetamine,ADHD,9,other_sud,2009,11,Cluster 11,7.4096403,5.367858
13785,Amphetamine / dextroamphetamine,Not Listed / Othe,10,other_sud,2008,7,Cluster 7,10.186934,9.607807
13786,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2008,6,Cluster 6,10.371009,9.245628
13788,Amphetamine / dextroamphetamine,ADHD,8,other_sud,2008,-1,Noise / Unclassified,8.277367,4.886662
13791,Amphetamine / dextroamphetamine,,10,other_sud,2008,7,Cluster 7,9.784268,10.443308
13796,Amphetamine / dextroamphetamine,ADHD,10,other_sud,2008,7,Cluster 7,10.037168,10.071168
14041,Beclomethasone,"Asthma, Maintenance",1,other_sud,2014,-1,Noise / Unclassified,10.7972145,7.476791
14042,Beclomethasone,"Asthma, Maintenance",10,other_sud,2014,-1,Noise / Unclassified,10.803942,7.4616404
14045,Beclomethasone,"Asthma, Maintenance",7,other_sud,2013,-1,Noise / Unclassified,10.814639,7.4383783
14063,Beclomethasone,"Asthma, Maintenance",2,other_sud,2017,-1,Noise / Unclassified,10.784933,7.4855394
14064,Beclomethasone,"Asthma, Maintenance",2,other_sud,2017,-1,Noise / Unclassified,10.7910795,7.479402
14068,Beclomethasone,"Asthma, Maintenance",4,other_sud,2016,-1,Noise / Unclassified,10.787473,7.474679
14070,Beclomethasone,"Asthma, Maintenance",9,other_sud,2016,-1,Noise / Unclassified,10.756156,7.5498323
14071,Beclomethasone,"Asthma, Maintenance",1,other_sud,2016,-1,Noise / Unclassified,10.799014,7.4798756
14074,Beclomethasone,"Asthma, Maintenance",10,other_sud,2015,-1,Noise / Unclassified,10.786136,7.4739065
14075,Beclomethasone,"Asthma, Maintenance",1,other_sud,2015,33,Cluster 33,8.859028,5.63219
14357,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2010,9,Cluster 9,6.4269447,-0.05237458
14360,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2010,9,Cluster 9,5.7219343,0.1843208
